city,state,YearMonth,AT,BP,PM2.5,RF,VWS,WD,WS,latitude,longitude
Agartala,Tripura,2023-01,,750.0,196.0401029748282,0.04415994623655914,,195.44072862453538,0.4806691449814122,23.8175497,91.2726974
Agartala,Tripura,2023-02,,750.0,170.87487470167054,0.0002632582983594049,,245.93652000000012,0.6869000000000003,23.8175497,91.2726974
Agartala,Tripura,2023-03,,750.0,119.49088074023317,0.009865455768583923,,190.55044987146533,0.6058290488431886,23.8175497,91.2726974
Agartala,Tripura,2023-04,,749.9613535424743,94.20535598120723,0.027916666666666708,,205.8345995747696,0.6153295535081508,23.8175497,91.2726974
Agartala,Tripura,2023-05,,749.9047467438495,63.55358490566032,0.015649241146711637,,212.5679978118162,0.6523851203501096,23.8175497,91.2726974
Agartala,Tripura,2023-06,,748.6887224080256,58.87499522445087,0.030374999999999992,,203.0941974479513,0.5901410342511749,23.8175497,91.2726974
Agartala,Tripura,2023-07,,749.3023677706387,32.53944517256442,0.037388059701492546,,188.77685643564402,0.5161881188118812,23.8175497,91.2726974
Agartala,Tripura,2023-08,,748.8639705882362,56.182579143389226,0.06552442774171516,,194.80333148558788,0.5152660753880267,23.8175497,91.2726974
Agartala,Tripura,2023-09,,749.8011508325168,47.07337812789624,0.03472967395790348,,185.4542998027611,0.5142258382642998,23.8175497,91.2726974
Agartala,Tripura,2023-10,,749.9957108924331,74.8717331081082,0.035124327956989276,,184.88750598699974,0.45367430721861246,23.8175497,91.2726974
Agartala,Tripura,2023-11,,750.0,84.35626450116014,0.01108997805413315,,194.11613344051446,0.4551567524115749,23.8175497,91.2726974
Agartala,Tripura,2023-12,,750.0,93.56523238380815,0.013839779005524886,,205.10778247734115,0.4762960725075522,23.8175497,91.2726974
Agra,Uttar Pradesh,2023-01,12.409831235699555,746.4684530441928,44.6413562275236,0.006923109938916251,-0.14622077028885871,148.98438325301927,1.0074882876282323,27.184136388333332,77.99071692666666
Agra,Uttar Pradesh,2023-02,20.287904436769594,744.916664507836,19.689582598918935,0.003722378895125642,-0.13941198362486049,162.29133888684095,1.0572853457017992,27.184136388333332,77.99071692666666
Agra,Uttar Pradesh,2023-03,24.13023348795274,743.9517071132329,16.330528770177185,0.006760013347335892,-0.1420672268907562,140.68959757801377,0.9913122117119801,27.184136388333332,77.99071692666666
Agra,Uttar Pradesh,2023-04,29.194104855206213,741.9477674331356,17.065999631754618,0.0043705556022912645,-0.1874982626824185,151.36147328116456,1.0475740898739292,27.184136388333332,77.99071692666666
Agra,Uttar Pradesh,2023-05,30.76902438419315,740.2593158441116,23.09958650788144,0.012180450844500021,-0.1737579831932771,155.3870079266145,1.1802170406544987,27.184136388333332,77.99071692666666
Agra,Uttar Pradesh,2023-06,32.51568780925288,737.3321276283793,26.562955647982353,0.021032655927231147,-0.13114623133032272,164.42753952370177,1.2539733734279654,27.184136388333332,77.99071692666666
Agra,Uttar Pradesh,2023-07,31.485787302473987,737.1572171581531,24.339200254301904,0.02169634429603008,-0.15778487394958,147.40865356215153,1.064956257354309,27.184136388333332,77.99071692666666
Agra,Uttar Pradesh,2023-08,30.69955775647844,737.8703561772539,28.74448760697338,0.03974361188580524,-0.10653109243697455,192.99672898898214,1.187126069576235,27.184136388333332,77.99071692666666
Agra,Uttar Pradesh,2023-09,30.495270015371023,740.9737201421291,31.373189155846234,0.022217317846457547,-0.1566273011462314,128.31256019269844,0.9560429563630195,27.184136388333332,77.99071692666666
Agra,Uttar Pradesh,2023-10,28.11729125837851,744.5219770029403,50.51006283458952,0.008338036691631816,-0.20472325976230857,147.2700335639814,1.0991113753479134,27.184136388333332,77.99071692666666
Agra,Uttar Pradesh,2023-11,21.918649686294074,743.0685126516631,68.59053050909755,0.11018434854179497,-0.2762521708926731,126.98648988970797,0.820119396873007,27.184136388333332,77.99071692666666
Agra,Uttar Pradesh,2023-12,16.524262579414657,744.0519979541286,52.088113927008465,0.003289128729944555,-0.2551412239408204,140.85732964042276,0.8854878730665977,27.184136388333332,77.99071692666666
Ahmedabad,Gujarat,2023-01,20.323487972466562,800.0,63.60128497188081,6.777363605557438e-05,0.9603375527426209,173.28864388475236,0.5098973779168144,23.039175999999998,72.55453250000001
Ahmedabad,Gujarat,2023-02,25.326317950475,800.0,73.18402748800304,0.0,1.057343144848953,183.33471858256155,0.5224825804319299,23.039175999999998,72.55453250000001
Ahmedabad,Gujarat,2023-03,27.105855114529565,800.0,55.994309478435355,0.0010697674418604648,0.9559935321595447,180.2953696256318,0.8137904936325465,23.039175999999998,72.55453250000001
Ahmedabad,Gujarat,2023-04,28.647953706979525,800.0000368459838,56.79770438121252,0.0008151791988756148,0.6772770817980751,193.55041174387017,0.9693904449354821,23.039175999999998,72.55453250000001
Ahmedabad,Gujarat,2023-05,31.351392773305154,807.1306760847707,51.51504581470615,0.0009776654024441635,0.5442885973763852,190.36221015362437,1.2643625171041002,23.039175999999998,72.55453250000001
Ahmedabad,Gujarat,2023-06,30.105504857400014,956.1096314325611,34.88480779900381,0.031523178807947014,0.4379033379694045,166.60915775846559,1.755010000678087,23.039175999999998,72.55453250000001
Ahmedabad,Gujarat,2023-07,28.119461826561075,956.1865806901666,33.145488556569,0.06546863988724452,0.04228999651446503,172.51932199045984,1.1903620141829465,23.039175999999998,72.55453250000001
Ahmedabad,Gujarat,2023-08,28.463567186948204,832.4573301950336,31.88672732115619,0.012303504593399114,0.5686886348352408,227.01314372730207,1.7927348259502538,23.039175999999998,72.55453250000001
Ahmedabad,Gujarat,2023-09,29.0117838694633,800.0346341463487,33.05564092648614,0.14497738631067414,0.7999024390243886,164.4139518640413,1.2203139684818003,23.039175999999998,72.55453250000001
Ahmedabad,Gujarat,2023-10,29.98957733482007,959.4306603773584,59.36177489707608,0.018084309046619725,1.1537046444121835,187.13676649186368,0.6500600865484609,23.039175999999998,72.55453250000001
Ahmedabad,Gujarat,2023-11,27.191979930212614,1001.935760090532,66.92235479213059,0.0018189531683195544,1.0542361373066775,167.4261767016374,0.5475009414104254,23.039175999999998,72.55453250000001
Ahmedabad,Gujarat,2023-12,23.899679323102323,1001.0,52.751201223015954,0.0,1.0280055497745335,170.88779408282753,0.6014550389029693,23.039175999999998,72.55453250000001
Aizawl,Mizoram,2023-01,,890.6372388059688,14.890690702087284,,,152.60014601139602,1.3283517265930946,23.7176342,92.7192841
Aizawl,Mizoram,2023-02,,888.909723127036,18.265356171832526,,,160.34304891304336,1.4401793478260847,23.7176342,92.7192841
Aizawl,Mizoram,2023-03,,890.038052264808,16.663224755700323,,,155.33029329608942,1.4202897033158812,23.7176342,92.7192841
Aizawl,Mizoram,2023-04,,888.1041623557495,13.06942917547568,,,167.3742845755282,1.4720111509358837,23.7176342,92.7192841
Aizawl,Mizoram,2023-05,,887.2017820376296,8.46908943089431,,,157.21546519886354,1.7165021306818213,23.7176342,92.7192841
Aizawl,Mizoram,2023-06,,883.838287923418,6.551713075060533,,,151.8986850828732,1.9172891344383072,23.7176342,92.7192841
Aizawl,Mizoram,2023-07,,884.231665465031,3.1870402298850564,,,151.03619545618463,1.7088712585647305,23.7176342,92.7192841
Aizawl,Mizoram,2023-08,,882.1711348684206,9.71262458471761,,,143.15444084278778,2.9797893030794174,23.7176342,92.7192841
Aizawl,Mizoram,2023-09,,,15.943821839080462,,,,,23.7176342,92.7192841
Aizawl,Mizoram,2023-10,,,11.391705221414409,,,,,23.7176342,92.7192841
Aizawl,Mizoram,2023-11,,,6.970650105708256,,,,,23.7176342,92.7192841
Aizawl,Mizoram,2023-12,,,9.765023644961843,,,,,23.7176342,92.7192841
Ajmer,Rajasthan,2023-01,,718.6542986741094,55.06740552325593,0.010335195530726256,,147.94384159106735,1.1668544436668984,26.470859,74.646594
Ajmer,Rajasthan,2023-02,,717.0300576479625,55.755515297906726,0.0,,141.83992695117283,1.3362947287418263,26.470859,74.646594
Ajmer,Rajasthan,2023-03,,715.4184849545136,42.40677083333339,0.01606453875833041,,104.95335463258775,1.6963107484923754,26.470859,74.646594
